feature	mapped_value
('5', '18520')	6524
('4', '18521')	6525
('14', '18521')	6526
('14', '18523')	6527
('4', '18523')	6528
('235', '1353')	6529
('5', '18544')	6530
('5', '4438')	6531
('823', '18639')	6532
('5', '18641')	6533
('828', '18639')	6534
('5', '18661')	6535
('5', '18667')	6536
('8', '18668')	6537
('8', '18683')	6538
('474', '18695')	6539
('5', '18737')	6540
('4', '13061')	6541
('14', '2883')	6542
('52', '4887')	6543
('60', '4887')	6544
('66', '4887')	6545
('63', '4887')	6546
('14', '19077')	6547
('4', '19077')	6548
('5', '10910')	6549
('5', '10920')	6550
('5', '12768')	6551
('5', '3322')	6552
('14', '3128')	6553
('4', '3128')	6554
('5', '3129')	6555
('5', '3599')	6556
('4', '19386')	6557
('14', '19386')	6558
('4', '19395')	6559
('5', '19449')	6560
('4', '10266')	6561
('14', '10266')	6562
('5', '19483')	6563
('53', '7228')	6564
('5', '3596')	6565
('5', '19578')	6566
('858', '3655')	6567
('825', '2563')	6568
('15', '352')	6569
('8', '2694')	6570
('42', '3426')	6571
('2', '19883')	6572
('5', '19884')	6573
('62', '19883')	6574
('92', '19883')	6575
('34', '19883')	6576
('8', '135')	6577
('5', '19897')	6578
('5', '17923')	6579
('5', '19916')	6580
('5', '16584')	6581
('5', '19921')	6582
('5', '19924')	6583
('4', '6308')	6584
('93', '3983')	6585
('75', '3983')	6586
('5', '20045')	6587
('5', '20062')	6588
('8', '14328')	6589
('14', '2854')	6590
('764', '8192')	6591
('26', '20146')	6592
('33', '10373')	6593
('5', '20156')	6594
('44', '6025')	6595
('33', '20172')	6596
('14', '2505')	6597
('5', '13455')	6598
('14', '20245')	6599
('4', '20245')	6600
('15', '7201')	6601
('9', '7201')	6602
('206', '2677')	6603
('31', '20305')	6604
('6', '2675')	6605
('34', '344')	6606
('62', '344')	6607
('5', '9493')	6608
('5', '20341')	6609
('0', '1338')	6610
('4', '20366')	6611
('14', '20366')	6612
('8', '15301')	6613
('5', '15315')	6614
('136', '4323')	6615
('138', '4323')	6616
('14', '12294')	6617
('1639', '20666')	6618
('1642', '20676')	6619
('1640', '20666')	6620
('1636', '20676')	6621
('545', '20666')	6622
('2405', '20676')	6623
('4', '20727')	6624
('3', '6161')	6625
('1639', '20651')	6626
('14', '20727')	6627
('552', '20666')	6628
('2406', '20676')	6629
('5', '20793')	6630
('8', '8552')	6631
('4', '12640')	6632
('14', '20526')	6633
('14', '12640')	6634
('14', '20522')	6635
('4', '20526')	6636
('14', '3249')	6637
('4', '715')	6638
('4', '630')	6639
('14', '630')	6640
('14', '715')	6641
('16', '14780')	6642
('64', '9519')	6643
('45', '14784')	6644
('15', '14785')	6645
('176', '9519')	6646
('22', '14786')	6647
('9', '14785')	6648
('9', '14788')	6649
('95', '14790')	6650
('35', '14791')	6651
('13', '14780')	6652
('15', '14788')	6653
('115', '14790')	6654
('28', '9519')	6655
('21', '9519')	6656
('32', '14786')	6657
('17', '14791')	6658
('11', '14784')	6659
('5', '21000')	6660
('8', '21001')	6661
('5', '21004')	6662
('102', '1338')	6663
('81', '6199')	6664
('111', '1338')	6665
('5', '21027')	6666
('78', '1338')	6667
('75', '21035')	6668
('141', '1338')	6669
('138', '21039')	6670
('136', '21039')	6671
('104', '1338')	6672
('154', '1338')	6673
('153', '1338')	6674
('122', '1338')	6675
('8', '21031')	6676
('142', '1338')	6677
('5', '12934')	6678
('7', '5409')	6679
('52', '21267')	6680
('60', '21267')	6681
('66', '21267')	6682
('4', '21275')	6683
('14', '21275')	6684
('4', '21285')	6685
('63', '21267')	6686
('5', '21287')	6687
('14', '21285')	6688
('19', '5409')	6689
('5', '21331')	6690
('4', '21345')	6691
('5', '21394')	6692
('5', '11593')	6693
('206', '7742')	6694
('5', '21426')	6695
('31', '21445')	6696
('6', '8549')	6697
('4', '586')	6698
('14', '586')	6699
('4', '6307')	6700
('14', '6307')	6701
('3', '21590')	6702
('19', '21591')	6703
('14', '299')	6704
('67', '14100')	6705
('14', '21615')	6706
('7', '21590')	6707
('4', '21645')	6708
('53', '14100')	6709
('1', '21591')	6710
('1', '21590')	6711
('14', '21645')	6712
('3', '21591')	6713
('19', '21590')	6714
('4', '21615')	6715
('72', '4398')	6716
('70', '4398')	6717
('5', '21801')	6718
('794', '938')	6719
('4', '21959')	6720
('246', '11720')	6721
('8', '1887')	6722
('8', '7391')	6723
('5', '22111')	6724
('5', '22125')	6725
('5', '22136')	6726
('5', '22143')	6727
('5', '22152')	6728
('9', '3024')	6729
('9', '3026')	6730
('9', '2935')	6731
('9', '2938')	6732
('462', '3170')	6733
('464', '3170')	6734
('9', '2974')	6735
('35', '3023')	6736
('13', '2544')	6737
('64', '2948')	6738
('64', '2984')	6739
('28', '2948')	6740
('9', '3017')	6741
('28', '2984')	6742
('456', '3170')	6743
('468', '3170')	6744
('22', '3020')	6745
('45', '3027')	6746
('115', '3039')	6747
('34', '3016')	6748
('5', '22177')	6749
('5', '22184')	6750
('31', '22226')	6751
('6', '7332')	6752
('19', '22248')	6753
('7', '22248')	6754
('53', '3531')	6755
('21', '107')	6756
('15', '87')	6757
('16', '106')	6758
('15', '124')	6759
('15', '120')	6760
('15', '113')	6761
('176', '107')	6762
('15', '121')	6763
('17', '127')	6764
('5', '22275')	6765
('5', '14627')	6766
('8', '7380')	6767
('14', '621')	6768
('4', '8641')	6769
('802', '100')	6770
('70', '3057')	6771
('72', '3057')	6772
('4', '13065')	6773
('4', '22432')	6774
('19', '22435')	6775
('5', '15298')	6776
('8', '21039')	6777
('8', '15317')	6778
('14', '7184')	6779
('4', '7184')	6780
('14', '8064')	6781
('4', '8064')	6782
('14', '18049')	6783
('4', '12050')	6784
('4', '18049')	6785
('14', '12050')	6786
('1915', '941')	6787
('4', '18686')	6788
('20', '1607')	6789
('138', '8983')	6790
('136', '8983')	6791
('14', '14768')	6792
('4', '9372')	6793
('14', '9372')	6794
('9', '17484')	6795
('14', '22857')	6796
('4', '22857')	6797
('52', '15956')	6798
('4', '16864')	6799
('63', '15956')	6800
('14', '16864')	6801
('48', '22946')	6802
('456', '499')	6803
('44', '13370')	6804
('26', '22949')	6805
('33', '22953')	6806
('55', '3556')	6807
('53', '1308')	6808
('67', '1308')	6809
('56', '1308')	6810
('55', '1308')	6811
('8', '7041')	6812
('5', '23095')	6813
('8', '3238')	6814
('4', '23180')	6815
('14', '23180')	6816
('14', '21756')	6817
('4', '21756')	6818
('5', '23377')	6819
('4', '12625')	6820
('14', '12625')	6821
('235', '23561')	6822
('246', '23561')	6823
('5', '23734')	6824
('560', '23751')	6825
('574', '23751')	6826
('33', '9852')	6827
('574', '23773')	6828
('560', '23773')	6829
('55', '414')	6830
('67', '18868')	6831
('56', '414')	6832
('26', '13567')	6833
('44', '13531')	6834
('48', '13549')	6835
('33', '13556')	6836
('8', '23637')	6837
('5', '23912')	6838
('5', '23915')	6839
('9', '23967')	6840
('83', '23973')	6841
('141', '9551')	6842
('50', '23975')	6843
('14', '23976')	6844
('52', '23978')	6845
('48', '23979')	6846
('108', '23973')	6847
('7', '23983')	6848
('25', '23984')	6849
('67', '2793')	6850
('39', '23987')	6851
('60', '23978')	6852
('14', '23990')	6853
('133', '1555')	6854
('14', '23995')	6855
('83', '23996')	6856
('55', '12773')	6857
('8', '15672')	6858
('66', '23978')	6859
('53', '2793')	6860
('14', '23997')	6861
('4', '23995')	6862
('19', '23983')	6863
('4', '23999')	6864
('44', '12920')	6865
('0', '12920')	6866
('47', '23984')	6867
('71', '23984')	6868
('14', '23999')	6869
('108', '23996')	6870
('4', '23990')	6871
('4', '23997')	6872
('5', '23982')	6873
('53', '12773')	6874
('5', '24003')	6875
('72', '24004')	6876
('4', '23976')	6877
('8', '24004')	6878
('67', '12773')	6879
('4', '24007')	6880
('26', '24010')	6881
('33', '24013')	6882
('63', '23978')	6883
('27', '23975')	6884
('258', '23984')	6885
('14', '24007')	6886
('5', '24016')	6887
('33', '12738')	6888
('5', '15987')	6889
('12', '23987')	6890
('56', '12773')	6891
('466', '6176')	6892
('14', '300')	6893
('465', '6176')	6894
('56', '319')	6895
('4', '300')	6896
('55', '319')	6897
('454', '6176')	6898
('14', '24409')	6899
('14', '15940')	6900
('19', '24492')	6901
('14', '24513')	6902
('14', '24520')	6903
('4', '24513')	6904
('4', '24525')	6905
('7', '24492')	6906
('175', '1285')	6907
('70', '2694')	6908
('72', '2694')	6909
('5', '20498')	6910
('4', '11196')	6911
('14', '11196')	6912
('14', '11206')	6913
('4', '11206')	6914
('4', '24714')	6915
('14', '24714')	6916
('14', '23426')	6917
('4', '23426')	6918
('4', '24740')	6919
('138', '1512')	6920
('8', '23982')	6921
('5', '24777')	6922
('148', '1555')	6923
('14', '24905')	6924
('4', '24905')	6925
('5', '24919')	6926
('5', '24923')	6927
('8', '24916')	6928
('5', '24927')	6929
('8', '4445')	6930
('5', '24931')	6931
('5', '2033')	6932
('72', '12224')	6933
('5', '11515')	6934
('235', '11720')	6935
('14', '12590')	6936
('4', '12590')	6937
('14', '12601')	6938
('5', '25420')	6939
('560', '25422')	6940
('570', '25423')	6941
('614', '25424')	6942
('574', '25422')	6943
('970', '9184')	6944
('581', '25425')	6945
('599', '25426')	6946
('979', '25427')	6947
('967', '25428')	6948
('1115', '25429')	6949
('651', '25430')	6950
('967', '25432')	6951
('1077', '25433')	6952
('638', '25434')	6953
('584', '25437')	6954
('967', '25439')	6955
('620', '25434')	6956
('1081', '1819')	6957
('629', '25441')	6958
('576', '25442')	6959
('648', '25443')	6960
('570', '25444')	6961
('1077', '25446')	6962
('608', '25447')	6963
('1104', '25448')	6964
('580', '25450')	6965
('571', '25451')	6966
('597', '25453')	6967
('585', '25454')	6968
('1077', '25439')	6969
('570', '25457')	6970
('972', '25459')	6971
('560', '23082')	6972
('574', '23082')	6973
('1112', '25427')	6974
('579', '25437')	6975
('627', '25462')	6976
('967', '25463')	6977
('567', '25427')	6978
('620', '25442')	6979
('560', '25464')	6980
('578', '25447')	6981
('574', '25464')	6982
('1098', '9184')	6983
('621', '1819')	6984
('1116', '1819')	6985
('643', '25469')	6986
('572', '25426')	6987
('615', '25434')	6988
('574', '25470')	6989
('1077', '25428')	6990
('1077', '25432')	6991
('595', '25472')	6992
('560', '25470')	6993
('1278', '25454')	6994
('595', '25473')	6995
('599', '25474')	6996
('574', '25475')	6997
('596', '25462')	6998
('610', '3185')	6999
('579', '25476')	7000
('581', '25453')	7001
('1279', '25477')	7002
('586', '25457')	7003
('967', '25478')	7004
('630', '25477')	7005
('597', '25425')	7006
('586', '25444')	7007
('585', '25477')	7008
('636', '25430')	7009
('579', '25479')	7010
('598', '25434')	7011
('602', '25441')	7012
('586', '25481')	7013
('571', '25482')	7014
('1114', '25429')	7015
('1121', '25459')	7016
('968', '25429')	7017
('601', '3185')	7018
('586', '25423')	7019
('566', '25450')	7020
('592', '25430')	7021
('572', '25485')	7022
('563', '25487')	7023
('588', '25427')	7024
('974', '25429')	7025
('1279', '25454')	7026
('572', '25474')	7027
('630', '25454')	7028
('1077', '25478')	7029
('644', '25430')	7030
('975', '25462')	7031
('967', '25488')	7032
('566', '25489')	7033
('586', '25490')	7034
('653', '1819')	7035
('584', '25479')	7036
('590', '25491')	7037
('600', '25469')	7038
('1090', '25462')	7039
('571', '25487')	7040
('580', '25489')	7041
('1278', '25477')	7042
('565', '25443')	7043
('584', '25476')	7044
('638', '25442')	7045
('1094', '25448')	7046
('563', '25451')	7047
('586', '25494')	7048
('597', '13580')	7049
('647', '25472')	7050
('563', '25482')	7051
('570', '25481')	7052
('619', '25424')	7053
('625', '25442')	7054
('967', '25433')	7055
('570', '25490')	7056
('647', '25473')	7057
('570', '25494')	7058
('1077', '25488')	7059
('594', '25491')	7060
('967', '25446')	7061
('574', '23087')	7062
('599', '25485')	7063
('1077', '25463')	7064
('560', '23087')	7065
('560', '25475')	7066
('197', '3761')	7067
('15', '25611')	7068
('4', '10341')	7069
('58', '4114')	7070
('16', '25643')	7071
('17', '25652')	7072
('136', '3521')	7073
('138', '3521')	7074
('5', '16413')	7075
('867', '3574')	7076
('8', '25685')	7077
('16', '3574')	7078
('176', '1716')	7079
('11', '25681')	7080
('95', '25706')	7081
('15', '25707')	7082
('835', '3574')	7083
('32', '25713')	7084
('46', '25681')	7085
('15', '25718')	7086
('21', '1716')	7087
('828', '25710')	7088
('15', '25720')	7089
('17', '25690')	7090
('5', '25720')	7091
('5', '25727')	7092
('4', '25802')	7093
('14', '25810')	7094
('14', '25802')	7095
('5', '25840')	7096
('4', '25945')	7097
('4', '26074')	7098
('8', '26121')	7099
('14', '21959')	7100
('14', '26074')	7101
('205', '26289')	7102
('4', '26382')	7103
('4', '26394')	7104
('4', '8055')	7105
('14', '26382')	7106
('4', '23433')	7107
('14', '26420')	7108
('14', '12342')	7109
('14', '23433')	7110
('14', '25945')	7111
('14', '8055')	7112
('4', '26433')	7113
('14', '26394')	7114
('14', '26433')	7115
('4', '26420')	7116
('4', '12342')	7117
('4', '26409')	7118
('94', '1087')	7119
('127', '1087')	7120
('14', '18966')	7121
('4', '18966')	7122
('14', '18968')	7123
('206', '4151')	7124
('4', '18968')	7125
('33', '4151')	7126
('14', '13061')	7127
('5', '649')	7128
('5', '26763')	7129
('4', '4569')	7130
('8', '14619')	7131
('14', '4569')	7132
('4', '26800')	7133
('14', '26800')	7134
('5', '26814')	7135
('5', '13732')	7136
('70', '7738')	7137
('585', '1196')	7138
('574', '26851')	7139
('630', '1196')	7140
('560', '26851')	7141
('14', '20428')	7142
('7', '22435')	7143
('4', '20428')	7144
('14', '9640')	7145
('75', '1786')	7146
('81', '919')	7147
('75', '5408')	7148
('4', '8413')	7149
('2863', '1744')	7150
('2865', '1744')	7151
('2866', '1744')	7152
('2869', '1744')	7153
('564', '26289')	7154
('4', '21752')	7155
('14', '28365')	7156
('4', '28365')	7157
('58', '83')	7158
('4', '20441')	7159
('14', '24677')	7160
('4', '28473')	7161
('14', '13917')	7162
('14', '28473')	7163
('4', '13917')	7164
('5', '27144')	7165
('67', '5696')	7166
('4', '28507')	7167
('14', '21345')	7168
('14', '28507')	7169
('53', '5696')	7170
('4', '12454')	7171
('14', '12454')	7172
('149', '1555')	7173
('136', '1512')	7174
('152', '1555')	7175
('14', '28943')	7176
('4', '29019')	7177
('14', '29019')	7178
('14', '15254')	7179
('0', '806')	7180
('8', '29299')	7181
('849', '12259')	7182
('5', '29338')	7183
('835', '12259')	7184
('5', '29430')	7185
('5', '27559')	7186
('206', '3344')	7187
('31', '29559')	7188
('251', '29561')	7189
('206', '4308')	7190
('6', '29563')	7191
('777', '575')	7192
('14', '3884')	7193
('4', '29755')	7194
('5', '27381')	7195
('14', '29774')	7196
('4', '29774')	7197
('14', '29755')	7198
('4', '29814')	7199
('14', '29814')	7200
('44', '9582')	7201
('111', '9551')	7202
('138', '6109')	7203
('60', '18278')	7204
('75', '21039')	7205
('352', '14664')	7206
('5', '21035')	7207
('66', '18278')	7208
('33', '29864')	7209
('6', '9551')	7210
('26', '29852')	7211
('206', '29864')	7212
('206', '24777')	7213
('44', '9551')	7214
('63', '18278')	7215
('33', '24777')	7216
('104', '9551')	7217
('106', '29873')	7218
('26', '29875')	7219
('5', '21039')	7220
('33', '3150')	7221
('31', '29875')	7222
('574', '4556')	7223
('560', '4625')	7224
('574', '4627')	7225
('574', '4625')	7226
('574', '6605')	7227
('4', '29603')	7228
('14', '29603')	7229
('4', '30233')	7230
('14', '30233')	7231
('5', '30254')	7232
('14', '30256')	7233
('12', '30257')	7234
('27', '30259')	7235
('7', '30265')	7236
('5', '3403')	7237
('65', '30268')	7238
('344', '30269')	7239
('40', '30271')	7240
('14', '30274')	7241
('5', '30275')	7242
('83', '30273')	7243
('14', '30279')	7244
('25', '30260')	7245
('8', '30272')	7246
('59', '30268')	7247
('350', '30269')	7248
('14', '30284')	7249
('127', '1337')	7250
('94', '1337')	7251
('574', '6568')	7252
('574', '6588')	7253
('5', '17399')	7254
('975', '30583')	7255
('579', '30584')	7256
('632', '13700')	7257
('966', '30586')	7258
('2048', '30587')	7259
('612', '30589')	7260
('632', '30590')	7261
('567', '30591')	7262
('572', '30592')	7263
('3030', '30594')	7264
('619', '30595')	7265
('571', '30597')	7266
('2050', '30598')	7267
('638', '30601')	7268
('2050', '30587')	7269
('579', '30602')	7270
('612', '30604')	7271
('3031', '30608')	7272
('584', '30602')	7273
('612', '30609')	7274
('610', '4444')	7275
('599', '30610')	7276
('2048', '13645')	7277
('612', '30611')	7278
('632', '30612')	7279
('632', '30613')	7280
('581', '1178')	7281
('632', '30611')	7282
('630', '13602')	7283
('632', '30609')	7284
('572', '30615')	7285
('1075', '30586')	7286
('585', '13602')	7287
('612', '30613')	7288
('578', '30618')	7289
('580', '30619')	7290
('2050', '30620')	7291
('584', '30584')	7292
('584', '30622')	7293
('574', '30626')	7294
('2048', '30620')	7295
('1098', '30627')	7296
('625', '30601')	7297
('632', '30598')	7298
('2048', '13622')	7299
('2048', '30631')	7300
('647', '30632')	7301
('597', '30633')	7302
('2048', '30635')	7303
('612', '13602')	7304
('579', '30622')	7305
('612', '30637')	7306
('632', '13616')	7307
('560', '30626')	7308
('632', '30637')	7309
('2050', '13645')	7310
('648', '30638')	7311
('595', '30632')	7312
('612', '30635')	7313
('2050', '30631')	7314
('632', '13602')	7315
('2050', '13622')	7316
('632', '30620')	7317
('2050', '30609')	7318
('1079', '30586')	7319
('632', '20116')	7320
('560', '30640')	7321
('584', '30642')	7322
('2050', '30611')	7323
('584', '30644')	7324
('612', '30645')	7325
('653', '4477')	7326
('612', '30647')	7327
('580', '30648')	7328
('2050', '13616')	7329
('592', '30649')	7330
('2048', '30612')	7331
('3032', '30652')	7332
('601', '4444')	7333
('612', '13597')	7334
('632', '30647')	7335
('632', '13597')	7336
('3033', '30655')	7337
('612', '13622')	7338
('572', '30610')	7339
('2048', '30598')	7340
('612', '13645')	7341
('614', '30595')	7342
('2048', '30589')	7343
('585', '30660')	7344
('2050', '30645')	7345
('599', '30662')	7346
('566', '30663')	7347
('612', '30587')	7348
('2050', '20116')	7349
('2050', '30647')	7350
('621', '30664')	7351
('1195', '30665')	7352
('1194', '30665')	7353
('636', '30649')	7354
('560', '30666')	7355
('638', '30668')	7356
('579', '30670')	7357
('563', '30673')	7358
('620', '30668')	7359
('574', '30666')	7360
('3034', '30652')	7361
('3035', '30674')	7362
('1104', '30675')	7363
('1090', '30583')	7364
('590', '30676')	7365
('574', '30677')	7366
('566', '30619')	7367
('2050', '30604')	7368
('563', '30597')	7369
('612', '30680')	7370
('632', '30681')	7371
('2048', '30686')	7372
('2048', '30687')	7373
('566', '30648')	7374
('581', '30633')	7375
('3036', '30594')	7376
('2050', '13602')	7377
('3037', '30655')	7378
('2048', '30680')	7379
('5', '30690')	7380
('580', '30663')	7381
('612', '13700')	7382
('2048', '30681')	7383
('594', '30676')	7384
('612', '30687')	7385
('574', '30692')	7386
('632', '30687')	7387
('2048', '30694')	7388
('612', '30694')	7389
('632', '30604')	7390
('1094', '30675')	7391
('2050', '30681')	7392
('612', '30590')	7393
('632', '30589')	7394
('2048', '13700')	7395
('574', '30697')	7396
('2050', '30680')	7397
('967', '30698')	7398
('560', '30697')	7399
('632', '30694')	7400
('599', '30701')	7401
('597', '1178')	7402
('1102', '30586')	7403
('3039', '30665')	7404
('629', '30707')	7405
('612', '30612')	7406
('599', '30592')	7407
('566', '30709')	7408
('580', '30710')	7409
('600', '30711')	7410
('615', '30668')	7411
('2050', '13597')	7412
('2050', '30694')	7413
('974', '30712')	7414
('643', '30711')	7415
('612', '13616')	7416
('968', '30712')	7417
('2048', '20116')	7418
('2050', '30687')	7419
('1114', '30712')	7420
('2050', '30589')	7421
('588', '30591')	7422
('621', '4477')	7423
('612', '20116')	7424
('632', '30645')	7425
('565', '30638')	7426
('612', '30598')	7427
('632', '30635')	7428
('574', '30640')	7429
('612', '30620')	7430
('2048', '13597')	7431
('576', '30601')	7432
('596', '30583')	7433
('2050', '30612')	7434
('598', '30668')	7435
('2048', '13602')	7436
('644', '30649')	7437
('2048', '30647')	7438
('571', '30673')	7439
('608', '30618')	7440
('2048', '30645')	7441
('2050', '30686')	7442
('579', '30644')	7443
('574', '13688')	7444
('579', '30642')	7445
('2048', '30604')	7446
('572', '30701')	7447
('2050', '13700')	7448
('630', '30660')	7449
('3040', '30665')	7450
('572', '30727')	7451
('632', '13622')	7452
('2050', '30635')	7453
('3041', '30608')	7454
('2048', '13616')	7455
('651', '30649')	7456
('3042', '30728')	7457
('1077', '30698')	7458
('3043', '30728')	7459
('632', '13645')	7460
('632', '30680')	7461
('599', '30615')	7462
('612', '30681')	7463
('2048', '30611')	7464
('3044', '30674')	7465
('572', '30662')	7466
('560', '30677')	7467
('632', '30587')	7468
('599', '30727')	7469
('2048', '30609')	7470
('560', '30692')	7471
('566', '30710')	7472
('580', '30709')	7473
('1279', '13602')	7474
('602', '30707')	7475
('1115', '30712')	7476
('620', '30601')	7477
('653', '30664')	7478
('584', '30670')	7479
('970', '30627')	7480
('627', '30583')	7481
('33', '3666')	7482
('777', '631')	7483
('37', '1607')	7484
('5', '23474')	7485
('14', '23388')	7486
('4', '23388')	7487
('4', '31214')	7488
('14', '31214')	7489
('337', '1498')	7490
('67', '13002')	7491
('56', '13002')	7492
('4', '8117')	7493
('14', '8117')	7494
('206', '575')	7495
('33', '575')	7496
('242', '637')	7497
('5', '31344')	7498
('1306', '517')	7499
('1314', '517')	7500
('138', '2571')	7501
('136', '2571')	7502
('14', '20441')	7503
('168', '32308')	7504
('169', '32308')	7505
('4', '32326')	7506
('14', '32326')	7507
('15', '5937')	7508
('62', '16312')	7509
('45', '29590')	7510
('45', '29610')	7511
('35', '29586')	7512
('34', '16312')	7513
('13', '29588')	7514
('22', '29606')	7515
('345', '30269')	7516
('102', '182')	7517
('348', '30269')	7518
('154', '88')	7519
('142', '88')	7520
('141', '88')	7521
('136', '6109')	7522
('347', '14664')	7523
('72', '21039')	7524
('153', '88')	7525
('70', '21039')	7526
('14', '18856')	7527
('4', '18857')	7528
('4', '32752')	7529
('4', '26192')	7530
('4', '32768')	7531
('14', '9314')	7532
('231', '14120')	7533
('4', '9314')	7534
('14', '32752')	7535
('240', '14120')	7536
('14', '32768')	7537
('14', '26192')	7538
('4', '18856')	7539
('14', '18857')	7540
('5', '11259')	7541
('5', '32840')	7542
('8', '15676')	7543
('881', '14120')	7544
('4', '11790')	7545
('14', '33208')	7546
('4', '33208')	7547
('14', '18811')	7548
('4', '18842')	7549
('14', '18842')	7550
('4', '18811')	7551
('67', '9832')	7552
('56', '9831')	7553
('53', '9832')	7554
('55', '9831')	7555
('9', '1568')	7556
('9', '16605')	7557
('45', '16606')	7558
('35', '16599')	7559
('29', '16606')	7560
('13', '1399')	7561
('9', '16603')	7562
('64', '16604')	7563
('22', '16601')	7564
('28', '16604')	7565
('14', '21752')	7566
('4', '12339')	7567
('14', '12339')	7568
('33', '9761')	7569
('60', '22910')	7570
('344', '15260')	7571
('66', '22910')	7572
('4', '12193')	7573
('94', '14780')	7574
('19', '34367')	7575
('4', '34511')	7576
('246', '11738')	7577
('235', '11738')	7578
('14', '21764')	7579
('4', '21764')	7580
('4', '35137')	7581
('9', '5326')	7582
('440', '1498')	7583
('2659', '8877')	7584
('440', '35645')	7585
('440', '24905')	7586
('441', '8877')	7587
('15', '16603')	7588
('57', '3185')	7589
('61', '3185')	7590
('9', '544')	7591
('4', '9846')	7592
('53', '9824')	7593
('5', '5813')	7594
('8', '15998')	7595
('5', '16003')	7596
('42', '4529')	7597
('15', '8341')	7598
('8', '1568')	7599
('75', '4498')	7600
('138', '2989')	7601
('9', '38296')	7602
('3526', '806')	7603
('42', '5361')	7604
('3526', '36932')	7605
('5', '36936')	7606
('481', '36944')	7607
('481', '36929')	7608
('481', '36936')	7609
('495', '36941')	7610
('8', '29571')	7611
('3526', '4670')	7612
('498', '29565')	7613
('817', '9568')	7614
('818', '9568')	7615
('819', '9568')	7616
('810', '9568')	7617
('3942', '16807')	7618
('75', '22619')	7619
('4059', '16807')	7620
('5', '11000')	7621
('4064', '16807')	7622
('75', '39582')	7623
('3952', '16813')	7624
('81', '2630')	7625
('102', '9821')	7626
('8', '39603')	7627
('1374', '39603')	7628
('5', '39582')	7629
('96', '39611')	7630
('75', '39617')	7631
('3961', '1076')	7632
('75', '1510')	7633
('3969', '1076')	7634
('87', '39640')	7635
('80', '16813')	7636
('337', '16812')	7637
('777', '39645')	7638
('3939', '16813')	7639
('3943', '16807')	7640
('3947', '16813')	7641
('613', '39599')	7642
('613', '39589')	7643
('3957', '1076')	7644
('98', '16807')	7645
('3938', '1076')	7646
('3962', '16813')	7647
('5', '16810')	7648
('81', '16')	7649
('3965', '16813')	7650
('440', '16812')	7651
('4085', '16813')	7652
('1369', '39603')	7653
('5', '8676')	7654
('337', '39614')	7655
('440', '39614')	7656
('8', '27450')	7657
('8', '40831')	7658
('3959', '39568')	7659
('3960', '39568')	7660
('919', '9568')	7661
('923', '9568')	7662
('922', '9568')	7663
('918', '9568')	7664
('156', '141')	7665
('4', '28564')	7666
('14', '28564')	7667
('5', '45819')	7668
('15', '39559')	7669
('3940', '1399')	7670
('15', '14508')	7671
('16', '16604')	7672
('9', '4528')	7673
('15', '5799')	7674
('15', '16052')	7675
('1126', '13052')	7676
('32', '39574')	7677
('15', '39575')	7678
('3948', '39580')	7679
('15', '39586')	7680
('3128', '39587')	7681
('15', '32083')	7682
('1135', '39570')	7683
('15', '20294')	7684
('15', '2648')	7685
('15', '28571')	7686
('1308', '39602')	7687
('15', '4528')	7688
('15', '39563')	7689
('15', '39564')	7690
('15', '16057')	7691
('9', '16052')	7692
('15', '13404')	7693
('15', '10233')	7694
('17', '39620')	7695
('1549', '39624')	7696
('15', '39567')	7697
('1308', '517')	7698
('3964', '39597')	7699
('9', '28571')	7700
('15', '39592')	7701
('15', '38296')	7702
('1555', '13052')	7703
('15', '9101')	7704
('15', '39598')	7705
('15', '29462')	7706
('1312', '517')	7707
('3126', '39587')	7708
('13', '6631')	7709
('35', '49697')	7710
('22', '49698')	7711
('9', '49699')	7712
('9', '49700')	7713
('438', '49702')	7714
('45', '49702')	7715
('0', '1379')	7716
('1374', '1568')	7717
('3949', '39589')	7718
('3951', '39589')	7719
('3954', '16604')	7720
('3946', '39607')	7721
('341', '39561')	7722
('3941', '39562')	7723
('3945', '39571')	7724
('1417', '39572')	7725
('1146', '39572')	7726
('440', '4572')	7727
('469', '39572')	7728
('337', '39579')	7729
('467', '39581')	7730
('3941', '22801')	7731
('891', '39590')	7732
('3945', '39591')	7733
('3945', '39576')	7734
('442', '39572')	7735
('440', '39579')	7736
('3956', '39591')	7737
('779', '39607')	7738
('339', '39612')	7739
('461', '39561')	7740
('777', '39615')	7741
('343', '39589')	7742
('459', '39581')	7743
('1326', '39621')	7744
('337', '11685')	7745
('777', '39622')	7746
('342', '39621')	7747
('440', '39627')	7748
('1946', '39628')	7749
('3851', '9821')	7750
('440', '11685')	7751
('449', '39612')	7752
('455', '39589')	7753
('3945', '39632')	7754
('3078', '39562')	7755
('781', '39637')	7756
('337', '39627')	7757
('3945', '39643')	7758
('3078', '22801')	7759
('337', '4572')	7760
('1890', '39646')	7761
